"year","tree_name","description","species","age","region","gps","score_raw","place","cover_photo_url","tree_url","score_value","score_type","place_num","cover_photo_file","lat","lon"
2025,"Mēru Grand Oak","A strong guardian of the region, a witness of history, and a bearer of blessings. The Mēru Grand Oak was probably mentioned in a quote of an old story: “After the Northern War, the plague raged around, killing all living creatures, except two people who survived, climbing up an oak”. Mēru Grand Oak is considered to have the largest canopy in the Baltics. As per the latest measurement taken in 2024, the crown projection is 16.6 m northwards, 17 m southwards, 22.2 m eastwards, 16.8 m westwards. The crown's diameter spans 39 m east-west and 33.6 m north-south. The crown projection area is 0.1 ha.","Common Oak (Quercus robur L.)","200 years","Mēri, Bilska parish, Smiltene municipality","N 57°26'41.33'', E 26°5'37.4''","13088 votes","8th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Latvia_02_ETY_2025_credit_Maris_Eglite_2048px_c432ffa6cf.jpg","https://www.treeoftheyear.org/previous-years/2025/meru-grand-oak",13088,"votes",8,"photos/2025_m_ru_grand_oak_meru-grand-oak.jpg",57.44481388888889,26.093722222222222
2025,"Tree of Freedom in Rab","The Tree of Freedom in Rab is a holm oak (quercus ilex), which is a characteristic species for the island of Rab. Generations of Rab residents have grown up with this tree, and it occupies a central place in their personal and collective memories. Many families have preserved oral traditions about an ancestor who participated in the planting. Four years ago, a grand celebration marked the centennial anniversary of the planting of the holm oak, which filled and protected the entire square with its crown.","Holm Oak (Quercus Ilex)","105 years","Rab, Croatia","N 44°45'19.65'', E 14°45'37.69''","12807 votes","9th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Croatia_01_ETY_2025_credit_David_Kabalin_2023_71b8bcc51f.jpg","https://www.treeoftheyear.org/previous-years/2025/tree-of-freedom-in-rab-square",12807,"votes",9,"photos/2025_tree_of_freedom_in_rab_tree-of-freedom-in-rab-square.jpg",44.75545833333333,14.760469444444444
2025,"The Oak of Varniškės","The Oak of Varniškės is a symbol of strength, love, and Lithuanian tradition. Once, a Lithuanian family discovered this magnificent tree, left the city, and built a home and herb farm near it. The oak became the heart of their lives and the eldest member of the family. Under its branches, they celebrated traditions and remembered ancestors. This oak is not just a tree; it inspires, heals, and unites. It is a guardian of the past and a guide for the future – a living legend of Lithuania. Symbolically, this hero thrives only 1,5 km away from the geographical center of Europe!","Common Oak (Quercus robur L.)","200+ years","Varniškės village, Vilnius district municipality, Lithuania","N 54°53'27.93'', E 25°19'27.86''","11909 votes","10th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Lithuania_01_ETY_2025_credit_Giedre_Svikle_2048px_c30dcee036.jpg","https://www.treeoftheyear.org/previous-years/2025/the-oak-of-varniskes",11909,"votes",10,"photos/2025_the_oak_of_varni_k_s_the-oak-of-varniskes.jpg",54.89109166666667,25.324405555555554
2025,"Tasso di Matari - Urzulei","In a beautiful ilex forest in the middle of the limestone massif of Supramonte, a majestic yew tree grows, which has been watching over the remains of an extensive Nuragic village for hundreds of years. We are in the territory of the municipality of Urzulei, specifically in the locality of Matari. The Matari yew is one of the most impressive specimens of its species. It retains engravings on its trunk and branches, showing all the signs of the passage of time and the history it has witnessed.","English yew (Taxus baccata L.)","morethan years","Supramonte di Urzulei, Province of Nuoro, Sardinia ,Italy","N 40°8'32.2'', E 9°28'23.21''","11845 votes","11th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Italy_01_ETY_2025_credit_Sardinia_Region_Forestry_Corps_2048px_46ebfa4ac1.jpg","https://www.treeoftheyear.org/previous-years/2025/tasso-di-matari-urzulei",11845,"votes",11,"photos/2025_tasso_di_matari_urzulei_tasso-di-matari-urzulei.jpg",40.14227777777778,9.47311388888889
2025,"Ginkgo Biloba","In the Hortus Botanicus of Leiden stands the golden pearl of the Netherlands: the Ginkgo biloba. This Japanese Walnut tree, planted in 1785, is the second oldest specimen in Europe. The species itself is the oldest on our planet, having seen the dinosaurs walking, and survived through worship near Chinese monasteries because of its symbolic value of love and hope. The 22-meter-tall tree is a hermaphroditic, recognizable by its witches broom and beautiful autumn colours, making it a jewel to visit.","Ginkgo (Ginkgo Biloba)","240 years","Leiden, Zuid-Holland, The Netherlands","N 52°9'26.06'', E 4°29'5.62''","9834 votes","12th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_Netherlands_01_ETY_2025_credit_Rob_Visser_Photography_4a4250dfc7.jpg","https://www.treeoftheyear.org/previous-years/2025/ginkgo-biloba",9834,"votes",12,"photos/2025_ginkgo_biloba_ginkgo-biloba.jpg",52.15723888888889,4.4848944444444445
2025,"The Peaceful Oak of Saint-Maurice","Standing by river Laïta in Brittany for over two centuries, this oak is a striking element of a wild, peaceful landscape at the entrance of the Abbey of Saint-Maurice, in the coastal city of Clohars-Carnoët. Popular among local people and beloved by visitors, it invites introspection. A treasure for local wildlife, it hosts epiphytic plants and attracts various animals. A bench aside has even been sculpted in the shape of an otter, as the cute animal is known to be a regular companion of the tree!","Common Oak (Quercus robur L.)","200-250 years","Clohars-Carnoët, Finistère, Brittany, France","N 47°48'13.96'', W 3°31'37.04''","7303 votes","13th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_France_01_ETY_2025_credit_Emmanuel_Boitier_Terre_Sauvage_ed35bdee33.jpg","https://www.treeoftheyear.org/previous-years/2025/the-peaceful-oak-of-saint-maurice",7303,"votes",13,"photos/2025_the_peaceful_oak_of_saint_maurice_the-peaceful-oak-of-saint-maurice.jpg",47.80387777777778,-3.5269555555555554
2025,"Plane Tree in the Archbishop's Garden","The tree's appearance and size make it a prestigious, central feature of the garden. According to unwritten Eger tradition, before the Battle of the Kápolna in 1849, a council of war was held in Eger with Henrik Dembinszky, Artur Görgey, György Klapka and Lajos Kossuth, who rested under the shady foliage. The tree was declared protected in 1978, and in 1994 the entire Érsekkert was declared a local protected area. It is a popular tree, visited by many people.","London plane tree (Platanus acerifolia)","unknown years","Eger city, Heves region, Hungary","N 47°53'46.86'', E 20°22'48.54''","7115 votes","14th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Hungary_01_ETY_2024_credit_Erika_Kovacs_2048px_ca240bfcb4.jpg","https://www.treeoftheyear.org/previous-years/2025/plane-tree-in-the-archbishops-garden",7115,"votes",14,"photos/2025_plane_tree_in_the_archbishop_s_garden_plane-tree-in-the-archbishops-garden.jpg",47.89635,20.38015
2025,"The Old Chestnut of Sint-Rafaël","The chestnut tree at Campus Sint-Rafaël, estimated to be 150-200 years old, stands at the heart of the grounds of the Orthopedagogical Center Clara Fey. It has witnessed the rich history of Sint-Job-in-'t-Goor, where Mathilde De Caters founded a convent and girls' school in 1868. Later, Baron Pierre de Caters, a pioneer pilot, established an airport in the village. Today, the tree remains a symbol of the care and history that have shaped the village throughout the years.","Sweet Chestnut (Castanea sativa)","150-200 years","Sint-Job-in-'t-Goor, Antwerp, Flanders, Belgium","N 51°17'31.46'', E 4°34'59.35''","6373 votes","15th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Belgium_01_ETY_2024_credit_Rudi_Debruyne_2048px_b8690f3eeb.jpg","https://www.treeoftheyear.org/previous-years/2025/the-old-chestnut-of-sint-rafael",6373,"votes",15,"photos/2025_the_old_chestnut_of_sint_rafa_l_the-old-chestnut-of-sint-rafael.jpg",51.292072222222224,4.583152777777777
2026,"Oak of Laukiai","The Oak of Laukiai once stood almost forgotten, known only to the people of the small Rukai village. But a year ago, the community restored its surroundings and organised a celebration in its honour — a beautiful initiative that brought many good people together and reminded everyone of its quiet strength. Today, with respect, warmth, and love, the sixth generation of Laukiai is growing alongside this Oak, grateful for its shade, its silence, and its steady presence through the years.","Common oak (Quercus robur L.)","400 years","Rukai village, Skuodas district, Klaipėda County, Lithuania","N 56°10'34.9'', E 21°40'17.59''","6153.00 tree points","1st place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Lithuania_06_ETY_2026_credit_Vytautas_Zelnys_93cac1fd65.jpg","https://www.treeoftheyear.org/previous-years/2026/oak-of-laukiai",6153,"tree_points",1,"photos/2026_oak_of_laukiai_oak-of-laukiai.jpg",56.176361111111106,21.67155277777778
2026,"Old Wild Apple Tree","At the very end of the field, meticulously cultivated by generations of villagers, grows an apple tree – an inconspicuous but remarkable one. For more than 150 years it has defied wind, rain, snowstorms, and heat waves in difficult conditions at an altitude of 860 meters. Quietly, from a place called Diel, it watches over the village below – a silent observer of its joys, troubles and changes. This is a place, where you suddenly feel like you're part of something bigger.","Wild Apple Tree (Malus sylvestris)","150 years","Žiar, Liptovský Mikuláš District, Žilina Region, Slovakia","N 49°7'46.93'', E 19°40'43.01''","4766.00 tree points","2nd place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Slovakia_01_ETY_2026_credit_Martin_Babarik_01ae052512.jpg","https://www.treeoftheyear.org/previous-years/2026/old-wild-apple-tree",4766,"tree_points",2,"photos/2026_old_wild_apple_tree_old-wild-apple-tree.jpg",49.12970277777778,19.67861388888889
2026,"Crooked Tree","The Crooked Tree rises above the moat on an island near the former castle of the Szydłowiecki and Radziwiłł families. Its unusual shape comes from its location, forcing it to lean toward the water. For years it was a silent witness to friendly meetings and youthful romances. Its trunk served as a natural bench for children and teenagers. Today, only ducks rest quietly on its trunk, and nature has taken over from people.","White elm (Ulmus laevis)","110 years","Szydłowiec, Masovian Voivodeship, Poland","N 51°13'37.48'', E 20°51'13.06''","4720.00 tree points","3rd place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Poland_05_ETY_2026_credit_Piotr_Piasta_8b2a9b0045.jpg","https://www.treeoftheyear.org/previous-years/2026/crooked-tree",4720,"tree_points",3,"photos/2026_crooked_tree_crooked-tree.jpg",51.22707777777778,20.853627777777778
2026,"Linden of Sacrifice","For generations, the linden of Valdemārpils has been the thickest linden tree in the Baltics. Legends tell it has served as an ancient cult tree for centuries; its estimated age is 400–500 years. The linden’s mighty branches bend to the ground as well as rise to the sky, creating a sanctuary or art gallery filled small sculptures and knick-knacks. Being inside, you may grasp the tree's centuries-old vitality, with cracks in the wood appearing like mythical spirits from ancient fairy tales.","Linden (Tilia cordata)","400–500 years","Valdemārpils, Talsi municipality, Latvia","N 57°22'43.89'', E 22°36'1.59''","4653.00 tree points","4th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Latvia_05_ETY_2026_credit_Dainis_Karkluvalks_05a66a7ea3.jpg","https://www.treeoftheyear.org/previous-years/2026/linden-of-sacrifice-elku-liepa",4653,"tree_points",4,"photos/2026_linden_of_sacrifice_linden-of-sacrifice-elku-liepa.jpg",57.37885833333333,22.60044166666667
2026,"Kostrena Oak Tree","The Kostrena oak tree watches over Kvarner bay whispering the tale of its 250 years – of rulers and people long gone, generations of sailors and families written in its core. This proud guardian still keeps vigil by the school doors, its crown shielding all, awaiting generations to come.","Oak tree (Quercus pubescens)","250 years","Kostrena, Kvarner region, Croatia","N 45°18'23.1'', E 14°29'37.79''","3252.00 tree points","5th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Croatia_01_ETY_2026_credit_Davor_Dragicevic_4b9115a7b4.jpg","https://www.treeoftheyear.org/previous-years/2026/kostrena-oak-tree",3252,"tree_points",5,"photos/2026_kostrena_oak_tree_kostrena-oak-tree.jpg",45.306416666666664,14.493830555555554
2026,"Cedro de Runa","Planted in the early 1950s by Mr. Alfredo, the Cedar Tree of the Church of Runa, now about 75 years old, is an essential part of local history and identity. Initially fragile, it was carefully protected by its planter, surviving against all odds. It has witnessed departures, returns, celebrations and silences, becoming a meeting point for all the people of Runa. Today, it deserves to be recognised as a symbol of the village of Runa and the municipality of Torres Vedras.","Mexican Cypress (Hesperocyparis lusitanica)","75 years","Runa, Lisboa/Torres Vedras, Portugal","N 39°4'2.49'', W 9°12'30.36''","3058.00 tree points","6th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Portugal_01_ETY_2026_Camara_Municipal_de_Torres_Vedras_aba382a333.jpg","https://www.treeoftheyear.org/previous-years/2026/cedro-de-runa",3058,"tree_points",6,"photos/2026_cedro_de_runa_cedro-de-runa.jpg",39.06735833333334,-9.208433333333332
2026,"Oak of Prince Ulrich","This oak is among the oldest trees in the Czech Republic, said to be 1,000 years old. Now a protected heritage tree, it has survived two separate fires, in 1993 and 1995 and continues to watch over the children of the nearby forest kindergarten. According to legend, Prince Ulrich once rode through these woods and saw a young peasant woman, Božena, washing clothes by a stream beneath the oak. He fell in love at first sight and later married her, making her a princess.","Common Oak (Quercus robur L.)","1000 years","Peruc, Ústí nad Labem, Czechia","N 50°20'42'', E 13°57'43.2''","2325.00 tree points","7th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Czech_Republic_01_ETY_2026_credit_Tomas_Kalous_60c779858f.jpg","https://www.treeoftheyear.org/previous-years/2026/oak-of-prince-ulrich",2325,"tree_points",7,"photos/2026_oak_of_prince_ulrich_oak-of-prince-ulrich.jpg",50.345,13.962
2026,"Tree of Memories","For more than 150 years, I have guarded the stories of the Gerla manor. In my shade a count once told tales to his grandchild; children played, loves were born, dreams took shape. I have watched generations grow, heard laughter and silence, and the whisper of changing times. Today I still stand here — the great plane tree of Gerla — the Tree of Memories, a living link between past and present. Stand beside me, and you will feel all that I have preserved through the centuries. Vote for me!","London plane tree (Platanus × acerifolia)","170 years","Békéscsaba-Gerla, Békés County, Hungary","N 46°41'56.97'', E 21°11'13.18''","1348.00 tree points","8th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Hungary_01_ETY_2026_Bagyinszki_Zoltan_da0da05fd3.jpg","https://www.treeoftheyear.org/previous-years/2026/tree-of-memories",1348,"tree_points",8,"photos/2026_tree_of_memories_tree-of-memories.jpg",46.69915833333333,21.186994444444444
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,"Ledeboerpark Giant Sequoia","The oldest Sequoiadendron giganteum in the Netherlands is presently the giant sequoia in Abraham Ledeboerpark in Enschede. The enormous conifer connects the city's industrial past and present. During the ice ages, the giant sequoias disappeared from the landscape and were reintroduced to north-western Europe in the mid-nineteenth century as a symbol of wealth and power. A hundred years after being planted by wealthy manufacturers, people of all ages cherish the remarkable tree.","Giant Sequoia (Sequoiadendron giganteum)","160 years","Enschede, Overijssel, Netherlands","N 52°14'5.31'', E 6°52'6.34''","735.00 tree points","10th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Netherlands_01_ETY_2026_credit_Rob_Visser_Photography_9d08f8435e.jpg","https://www.treeoftheyear.org/previous-years/2026/ledeboerpark-giant-sequoia",735,"tree_points",10,"photos/2026_ledeboerpark_giant_sequoia_ledeboerpark-giant-sequoia.jpg",52.23480833333333,6.868427777777779
2026,"Sophora from Prymorsky park","Japanese sophora, a living legend of Chornomorsk, is a symbol of resilience and power of life. It not only provides oxygen - it gives a sense of home, stability and connection between generations. Every leaf on this tree is a memory - a piece of the city's history that lives in the heart of community. In its honor, the city has launched an initiative to plant 99 young sophora trees so that its life will continue in new trees, parks and memories with a long and wonderful future.","Japanese sophora (Styphnolobium japonicum)","60+ years","Chornomorsk, Odesa region, Ukraine","N 46°18'3.84'', E 30°39'49.1''","594.00 tree points","11th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_2_4f4a877628.jpg","https://www.treeoftheyear.org/previous-years/2026/sophora-from-prymorsky-park",594,"tree_points",11,"photos/2026_sophora_from_prymorsky_park_sophora-from-prymorsky-park.jpg",46.301066666666664,30.663638888888887
2026,"Argyle Street Ash","Rising unexpectedly from the heart of a dense city street, Glasgow’s Argyle Street ash is around 170 years old and 25 metres tall. It has endured industrialisation, wartime bombing, urban redevelopment and now ash dieback disease - yet it continues to live.","Common Ash (Fraxinus excelsior)","175 years","Glasgow, Scotland, United Kingdom","N 55°51'55.31'', W 4°17'12.89''","536.00 tree points","12th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Argyle_Ash_8_must_credit_George_Anderson_Woodland_Trust_0844d3aeb6.jpg","https://www.treeoftheyear.org/previous-years/2026/argyle-street-ash",536,"tree_points",12,"photos/2026_argyle_street_ash_argyle-street-ash.jpg",55.86536388888889,-4.286913888888889
